GIMIMO_METAI,GIMIMO_VALSTYBE,LYTIS,SEIMOS_PADETIS,KIEK_TURI_VAIKU,SENIUNIJA,GATVE,SENIUNNR,TER_REJ_KODAS,GATV_K,GAT_ID
1934,LTU,V,N,0,Žirmūnai,"Apkasų g.",2,G1,26,21887
1948,LTU,M,,0,Naujamiestis,"S. Konarskio g.",17,G1,475,22316
1960,LTU,M,V,0,Antakalnis,"Rudausių Sodų 5-oji g.",13,G1,2272,53362
2021,LTU,M,,0,Naujininkai,"Kalviškių g.",19,G1,2030,26744
1961,LTU,V,,0,Naujamiestis,"Algirdo g.",17,G1,17,21878
2021,LTU,V,,0,Pilaitė,"I. Kanto al.",12,G1,168,22022
1984,LTU,V,V,1,Antakalnis,"Keramikų g.",13,G1,238,22089
1980,LTU,M,V,1,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1988,LTU,V,V,0,Žirmūnai,"Raitininkų g.",2,G1,445,22286
2014,LTU,M,,0,Verkiai,"Pagubės Sodų 19-oji g.",1,G1,1886,50686
2003,LTU,M,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1993,LTU,M,,0,Fabijoniškės,"Visorių g.",4,G1,624,22457
1944,LTU,M,I,0,Naujininkai,"Brolių g.",19,G1,71,21927
1990,LTU,M,,0,Vilkpėdė,"S. Konarskio g.",18,G1,475,22316
1985,LTU,M,,0,Naujininkai,"Pelesos g.",19,G1,408,22253
2022,LTU,V,,0,"Naujoji  Vilnia","Broniaus Kazio Balučio g.",14,G1,2882,85969
1958,LTU,V,V,0,Žirmūnai,"V. Nagevičiaus g.",2,G1,1979,51848
1975,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2002,LTU,V,,0,Pašilaičiai,"Laisvės pr.",7,G1,272,22123
1953,LTU,V,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
1954,LTU,M,V,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1993,LTU,M,V,1,Naujamiestis,"Naugarduko g.",17,G1,364,22209
1938,LTU,M,N,0,Naujamiestis,"Beržyno g.",17,G1,60,24277
1991,LTU,V,V,0,Senamiestis,"Olandų g.",16,G1,374,22219
2002,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1956,BLR,V,V,0,Pašilaičiai,"Medeinos g.",7,G1,330,22178
1966,LTU,V,V,0,Karoliniškės,"Sausio 13-osios g.",10,G1,736,24286
1942,LTU,V,V,0,Žvėrynas,"Žalioji g.",6,G1,681,22512
2009,LTU,V,,0,Žirmūnai,"Šeimyniškių g.",2,G1,651,22483
1990,UKR,M,,1,,,,A461,,
1982,LTU,V,V,2,Verkiai,"Mykolo Marcinkevičiaus g.",1,G1,885,29738
2015,LTU,V,,0,Verkiai,"Kazio Ulvydo g.",1,G1,2879,85963
1968,BLR,V,V,2,Justiniškės,"Rygos g.",8,G1,469,22310
2022,LTU,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1982,BLR,V,,0,Naujamiestis,"Kauno g.",17,G1,231,22082
1954,LTU,M,I,0,Žirmūnai,"Minties g.",2,G1,345,22192
2009,LTU,M,,0,Šeškinė,"Ozo g.",5,G1,376,22221
1959,KAZ,M,V,0,Antakalnis,"Aukštagirio g.",13,G1,37,21896
1988,LTU,V,V,2,Lazdynai,"Architektų g.",11,G1,27,21888
1950,LTU,M,V,0,Antakalnis,"Mileišiškių Sodų 11-oji g.",13,G1,2714,66959
1992,LTU,M,V,0,Vilkpėdė,"Skroblų g.",18,G1,496,22337
1978,LTU,V,V,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1961,LTU,M,V,0,Vilkpėdė,"Ūmėdžių g.",18,G1,568,22405
1985,LTU,M,V,2,Senamiestis,"Olandų g.",16,G1,374,22219
1989,RUS,M,V,0,Žirmūnai,"Sporto g.",2,G1,512,22352
1971,LTU,M,V,0,Šeškinė,"Laisvės pr.",5,G1,272,22123
1955,LTU,V,V,0,Karoliniškės,"Vytauto Vaitkaus g.",10,G1,358,22203
2013,LTU,M,,0,Pilaitė,"I. Kanto al.",12,G1,168,22022
1987,BLR,V,V,2,Lazdynai,"Architektų g.",11,G1,27,21888
2018,LTU,M,,0,Viršuliškės,"Šešuolių g.",9,G1,655,22487
1997,LTU,V,,0,Antakalnis,"Švyturio g.",13,G1,677,22508
1987,BLR,V,V,1,Naujamiestis,"Smolensko g.",17,G1,505,22345
2015,LTU,V,,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1995,LTU,M,,0,Naujamiestis,"Statybininkų g.",17,G1,516,22356
1999,LTU,M,,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1996,LTU,V,,0,Verkiai,"Fizikų g.",1,G1,1584,48794
1993,LTU,V,V,1,Pilaitė,"Karaliaučiaus g.",12,G1,223,22075
2010,LTU,V,,0,Pašilaičiai,"Eitminų g.",7,G1,2708,64994
1993,LTU,M,V,0,Pilaitė,"I. Simonaitytės g.",12,G1,170,22024
1958,RUS,V,V,0,Šnipiškės,"Rinktinės g.",3,G1,456,22297
1978,LTU,M,,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1942,RUS,V,V,0,"Naujoji  Vilnia","Gurių Sodų 2-oji g.",14,G1,1787,50334
2009,LTU,M,,0,Pašilaičiai,"Kelmiškių g.",7,G1,2049,48337
2005,LTU,V,,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1992,LTU,V,,0,Viršuliškės,"Spaudos g.",9,G1,3208,259355
1943,LTU,M,I,0,Šeškinė,"Čiobiškio g.",5,G1,641,22473
1993,LTU,V,,0,Naujamiestis,"Birželio 23-iosios g.",17,G1,875,29261
2016,LTU,M,,0,Žirmūnai,"Žygio g.",2,G1,705,22533
1946,LTU,V,V,0,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
1978,LTU,V,V,1,Fabijoniškės,"Liudviko Zamenhofo g.",4,G1,2655,61726
1979,LTU,M,,2,"Naujoji  Vilnia","V. Sirokomlės g.",14,G1,584,22420
2006,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1985,LTU,M,,1,Naujininkai,"Zanavykų g.",19,G1,859,28292
1961,LTU,M,I,0,Vilkpėdė,"Vaduvos g.",18,G1,585,22421
1979,LTU,M,V,1,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1986,LTU,M,,0,Žirmūnai,"Sporto g.",2,G1,512,22352
1989,LTU,V,V,0,Šnipiškės,"Maišiagalos g.",3,G1,323,22171
1981,LTU,M,V,2,"Naujoji  Vilnia","Gurių Sodų 3-ioji g.",14,G1,1788,50336
2005,LTU,V,,0,Naujamiestis,"J. Basanavičiaus g.",17,G1,174,22028
1943,LTU,M,N,0,Antakalnis,"Antavilių g.",13,G1,24,21885
1958,LTU,M,V,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1995,LTU,V,,1,Grigiškės,"Kovo 11-osios g. (Grigiškės)",21,G89,528,24569
1980,POL,M,V,2,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1938,UKR,M,N,0,"Naujoji  Vilnia","A. Kojelavičiaus g.",14,G1,136,21992
1982,LTU,V,V,2,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1952,LTU,V,I,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1946,LTU,M,N,0,Lazdynai,"Architektų g.",11,G1,27,21888
1975,LTU,M,V,2,Žvėrynas,"Blindžių g.",6,G1,67,21923
2021,LTU,M,,0,Rasos,"Varšuvos g.",15,G1,599,22434
2012,LTU,V,,0,Žvėrynas,"Treniotos g.",6,G1,552,22391
2010,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1974,LTU,V,V,1,Justiniškės,"Justiniškių g.",8,G1,203,22056
1950,LTU,V,V,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1978,LTU,M,I,2,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1987,LTU,V,,2,Verkiai,"Akademijos g.",1,G1,15,21876
1988,LTU,M,V,2,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
2000,LTU,M,,0,Karoliniškės,"Loretos Asanavičiūtės g.",10,G1,699,22528
1954,LTU,V,I,0,Naujamiestis,"M. K. Čiurlionio g.",17,G1,315,22164
1944,LTU,V,N,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1949,LTU,M,N,0,Justiniškės,"Taikos g.",8,G1,536,22375
1998,LTU,V,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1973,LTU,V,V,1,Šeškinė,"Ukmergės g.",5,G1,567,22404
2018,LTU,M,,0,Pašilaičiai,"Ukmergės g.",7,G1,567,22404
1981,UKR,V,,0,Paneriai,"V. A. Graičiūno g.",20,G1,725,24275
1958,LTU,V,V,0,Verkiai,"Didlaukio g.",1,G1,94,21950
2009,LTU,V,,0,Šeškinė,"Musninkų g.",5,G1,355,22200
1997,LTU,V,,0,Naujininkai,"Darbininkų g.",19,G1,87,21943
1950,LTU,V,V,0,Naujininkai,"Kapsų g.",19,G1,221,22073
1986,LTU,V,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1982,LTU,M,V,2,Viršuliškės,"Tujų g.",9,G1,555,22393
1971,BLR,V,V,1,Paneriai,"Šešėlių g.",20,G1,654,22486
1934,BLR,V,N,0,,,,G1,3614,
2012,LTU,M,,0,Antakalnis,"Anapilio g.",13,G1,813,28248
1989,LTU,M,V,2,"Naujoji  Vilnia","Nasturtų g.",14,G1,363,22208
1978,LTU,M,V,1,Justiniškės,"Taikos g.",8,G1,536,22375
2012,LTU,M,,0,Verkiai,"V. Mačernio g.",1,G1,918,30992
2003,LTU,M,,0,Naujininkai,"Kelmijos Sodų 80-oji g.",19,G1,2490,53798
1957,LTU,M,I,0,Fabijoniškės,"P. Žadeikos g.",4,G1,381,22226
1982,BLR,M,V,0,Žvėrynas,"Pieninės g.",6,G1,416,22260
1979,UKR,M,V,1,Karoliniškės,"Loretos Asanavičiūtės g.",10,G1,699,22528
2016,LTU,V,,0,Vilkpėdė,"Gerosios Vilties g.",18,G1,144,22000
1976,UKR,V,V,0,Verkiai,"Juozo Balčikonio g.",1,G1,2874,85953
1991,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1984,LTU,M,V,2,Justiniškės,"Justiniškių g.",8,G1,203,22056
1977,BLR,V,V,0,Paneriai,"V. A. Graičiūno g.",20,G1,725,24275
2006,LTU,V,,0,Antakalnis,"Rokantiškių Sodų 5-oji g.",13,G1,2262,53342
2014,UKR,M,,0,,,,A461,,
1972,LTU,M,V,0,Senamiestis,"Polocko g.",16,G1,427,22269
2017,LTU,V,,0,Pilaitė,"Priegliaus g.",12,G1,432,22274
1946,LTU,V,V,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1966,LTU,V,I,0,Žvėrynas,"Latvių g.",6,G1,277,22128
1960,LTU,M,I,0,Naujininkai,"Panevėžio g.",19,G1,394,22239
1985,LTU,M,V,2,"Naujoji  Vilnia","Gurių Sodų g.",14,G1,2614,60048
1997,LTU,M,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1941,LTU,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1963,LTU,M,V,0,Žirmūnai,"Minties g.",2,G1,345,22192
1979,LTU,M,I,1,Pilaitė,"Karaliaučiaus g.",12,G1,223,22075
1983,AZE,M,,0,,,,A461,,
1940,RUS,M,I,0,Naujininkai,"Dariaus ir Girėno g.",19,G1,89,21945
1979,UKR,V,I,0,Lazdynai,"Erfurto g.",11,G1,117,21973
1979,LTU,V,V,2,Naujamiestis,"M. Valančiaus g.",17,G1,321,22169
2005,LTU,M,,0,Žirmūnai,"Minties g.",2,G1,345,22192
2012,LTU,V,,0,,,,A461,,
1954,BLR,V,V,0,"Naujoji  Vilnia","Arimų Sodų g.",14,G1,2752,67046
1987,LTU,V,,0,Žvėrynas,"Stirnų g.",6,G1,518,22358
1976,LTU,V,V,3,Senamiestis,"Totorių g.",16,G1,549,22388
1980,LTU,V,V,3,Verkiai,"Numėjos g.",1,G1,773,24724
1946,LTU,M,V,0,Pašilaičiai,"Žemynos g.",7,G1,687,22518
1950,LTU,M,I,0,Verkiai,"Didlaukio g.",1,G1,94,21950
1982,LTU,M,V,2,Žvėrynas,"Pušų g.",6,G1,43,21901
1981,LTU,M,V,3,Šeškinė,"Čiobiškio g.",5,G1,641,22473
2015,UKR,M,,0,,,,A461,,
1943,LTU,V,V,0,Karoliniškės,"Virginijaus Druskio g.",10,G1,412,22257
1987,LTU,V,,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1984,UKR,M,,2,,,,A461,,
1945,LTU,M,V,0,Karoliniškės,"Apolinaro Juozo Povilaičio g.",10,G1,587,22423
1951,LTU,M,V,0,Fabijoniškės,"Ateities g.",4,G1,34,21893
2010,LTU,M,,0,Naujamiestis,"K. Donelaičio g.",17,G1,206,22059
2010,UKR,M,,0,,,,A461,,
1963,LTU,M,V,0,Senamiestis,"Pylimo g.",16,G1,439,22281
1984,LTU,V,V,2,Verkiai,"Bajorų kel.",1,G1,800,28025
2004,LTU,M,,0,Fabijoniškės,"P. Žadeikos g.",4,G1,381,22226
1958,LTU,M,V,0,,,,A461,,
2002,LTU,M,,0,"Naujoji  Vilnia","K. Čibiro g.",14,G1,715,24262
1987,LTU,M,V,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1956,KAZ,V,V,0,Antakalnis,"Šilo g.",13,G1,660,22492
1991,LTU,V,V,1,Naujamiestis,"Aguonų g.",17,G1,12,21873
1973,LTU,M,,0,Justiniškės,"Sidaronių g.",8,G1,1586,48858
1954,LTU,M,,0,Šeškinė,"Šeškinės g.",5,G1,653,22485
1996,LTU,V,,0,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
2006,LTU,M,,0,Antakalnis,"Dvarčionių Sodų 1-oji g.",13,G1,2150,53120
2008,LTU,M,,0,Rasos,"Pelesos g.",15,G1,408,22253
1985,BLR,V,,0,Paneriai,"Žarijų g.",20,G1,794,24744
1983,LTU,M,,0,Naujamiestis,"Mindaugo g.",17,G1,343,22190
1958,LTU,M,V,0,Viršuliškės,"Viršuliškių skg.",9,G1,620,22453
1991,CZE,M,,0,Naujininkai,"Prūsų g.",19,G1,433,22275
1978,LTU,M,I,0,Senamiestis,"Geležinkelio g.",16,G1,137,21993
1962,BLR,M,V,0,"Naujoji  Vilnia","Tolimoji g.",14,G1,546,22385
1978,LTU,M,,0,Pilaitė,"Karaliaučiaus g.",12,G1,223,22075
1943,LTU,M,N,0,Paneriai,"Speigo g.",20,G1,1986,26754
1985,LTU,M,V,0,Fabijoniškės,"P. Žadeikos g.",4,G1,381,22226
1991,BLR,V,,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1991,UKR,M,,0,,,,A461,,
1944,LTU,M,I,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1976,LTU,V,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1985,BLR,V,,0,"Naujoji  Vilnia","Uosių Sodų 17-oji g.",14,G1,2582,59916
2010,LTU,V,,0,Pilaitė,"Įsruties g.",12,G1,643,22475
1987,BLR,V,,0,Naujininkai,"Zanavykų g.",19,G1,859,28292
2013,LTU,M,,0,Verkiai,"Laukelių g.",1,G1,987,32111
1990,LTU,M,V,1,"Naujoji  Vilnia","Gurių Sodų 30-oji g.",14,G1,2610,60040
2014,LTU,V,,0,Pilaitė,"M. Mažvydo g.",12,G1,319,22167
1983,LTU,M,V,3,Šnipiškės,"Žalgirio g.",3,G1,679,22510
1960,LTU,V,V,0,Šeškinė,"Ukmergės g.",5,G1,567,22404
1947,LTU,V,V,0,Žvėrynas,"Latvių g.",6,G1,277,22128
1996,LTU,V,,0,Šeškinė,"Buivydiškių g.",5,G1,73,21929
1976,LTU,V,,0,Karoliniškės,"Loretos Asanavičiūtės g.",10,G1,699,22528
1983,LTU,M,V,3,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2018,LTU,V,,0,Viršuliškės,"Justiniškių g.",9,G1,203,22056
2002,LTU,M,,0,Vilkpėdė,"Gerosios Vilties g.",18,G1,144,22000
2015,LTU,M,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
2003,LTU,M,,0,Naujamiestis,"Naugarduko g.",17,G1,364,22209
1988,LTU,M,V,0,Šeškinė,"Šeškinės g.",5,G1,653,22485
1972,LTU,V,,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1987,LTU,M,V,2,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
2017,LTU,V,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1994,LTU,M,V,0,"Naujoji  Vilnia","Vaismedžių g.",14,G1,589,22425
2011,LTU,V,,0,Antakalnis,"Žolyno g.",13,G1,696,22526
1987,LTU,M,V,1,Lazdynai,"Žėručio g.",11,G1,706,22534
1937,BLR,M,N,0,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1956,LTU,M,V,0,Antakalnis,"Grybautojų g.",13,G1,158,22012
1984,LTU,V,V,1,Naujamiestis,"A. Vivulskio g.",17,G1,189,22042
1958,LTU,M,I,0,Karoliniškės,"Loretos Asanavičiūtės g.",10,G1,699,22528
1979,LTU,M,,1,Grigiškės,"Šviesos g. (Grigiškės)",21,G89,520,24555
1951,RUS,M,N,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
2013,LTU,M,,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
2008,LTU,M,,0,Šeškinė,"Musninkų g.",5,G1,355,22200
1943,LTU,V,V,0,Vilkpėdė,"Vaduvos g.",18,G1,585,22421
1991,LTU,M,,0,Naujamiestis,"Vytenio g.",17,G1,632,22465
1940,LTU,V,V,0,Verkiai,"Kolektyvo g.",1,G1,247,22098
1989,LTU,V,,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1994,LTU,M,,0,Pilaitė,"Įsruties g.",12,G1,643,22475
2013,LTU,M,,0,"Naujoji  Vilnia","Gurių Sodų g.",14,G1,2614,60048
2019,LTU,V,,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1987,LTU,V,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1953,LTU,V,I,0,Rasos,"Subačiaus g.",15,G1,522,22362
1951,LTU,M,N,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1988,LTU,M,I,1,Rasos,"Subačiaus g.",15,G1,522,22362
2011,LTU,V,,0,Naujininkai,"Terasų g.",19,G1,3283,267271
1955,LTU,V,V,0,Antakalnis,"Nugalėtojų g.",13,G1,372,22217
2008,LTU,V,,0,Naujininkai,"Kelmijos Sodų 23-ioji g.",19,G1,2433,53684
1986,LTU,V,V,1,Senamiestis,"Sodų g.",16,G1,509,22349
1982,LTU,V,V,1,Pašilaičiai,"Medeinos g.",7,G1,330,22178
2020,LTU,M,,0,Naujininkai,"Burbiškių g.",19,G1,80,21936
1982,LTU,V,V,2,Naujininkai,"Kapsų g.",19,G1,221,22073
1972,LTU,V,V,0,Justiniškės,"Rygos g.",8,G1,469,22310
1989,LTU,M,V,2,"Naujoji  Vilnia","Džiaugsmo g.",14,G1,110,21966
1959,LTU,V,V,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1974,LTU,M,V,1,Antakalnis,"Nemenčinės pl.",13,G1,369,22214
1965,LTU,M,,0,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
1954,LTU,M,,0,Antakalnis,"Tverečiaus g.",13,G1,563,22401
1976,MDA,V,,0,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
2004,LTU,M,,0,Pašilaičiai,"Ukmergės g.",7,G1,567,22404
1989,LTU,V,,0,Žirmūnai,"Apkasų g.",2,G1,26,21887
1997,LTU,V,V,1,Karoliniškės,"Vytauto Vaitkaus g.",10,G1,358,22203
1941,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1988,LTU,V,V,1,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1995,AZE,V,,0,Grigiškės,"Žalvarnių g. (Salos)",21,G16397,10,61882
2020,LTU,V,,0,Verkiai,"Jurgio Lebedžio g.",1,G1,2875,85955
1954,RUS,M,N,0,Vilkpėdė,"Skroblų g.",18,G1,496,22337
1999,LTU,V,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2018,LTU,V,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1989,LTU,M,V,1,Antakalnis,"P. Vileišio g.",13,G1,379,22224
1999,LTU,M,,0,Antakalnis,"Medžiotojų g.",13,G1,332,22180
1974,LTU,V,V,1,Verkiai,"Didlaukio g.",1,G1,94,21950
1996,LTU,V,,0,Verkiai,"Baltupio g.",1,G1,50,21908
1995,BLR,V,,0,"Naujoji  Vilnia","Dūmų g.",14,G1,712,24260
1929,LTU,M,I,0,Antakalnis,"Volungės g.",13,G1,628,22461
1939,BLR,M,N,0,Lazdynai,"Architektų g.",11,G1,27,21888
2009,UKR,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1963,BLR,V,,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
2019,LTU,V,,0,Verkiai,"Rugių g.",1,G1,465,22306
1988,LTU,M,V,2,Žirmūnai,"Raitininkų g.",2,G1,445,22286
1996,LTU,V,,0,Pilaitė,"Karaliaučiaus g.",12,G1,223,22075
1986,LTU,M,V,2,Verkiai,"Bajorų Sodų 1-oji g.",1,G1,1716,50040
2006,LTU,V,,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1992,UKR,M,V,1,Šeškinė,"Čiobiškio g.",5,G1,641,22473
2017,LTU,M,,0,Verkiai,"Sūduvos g.",1,G1,3149,241463
1940,BLR,M,N,0,"Naujoji  Vilnia","Mirtų g.",14,G1,346,22193
1922,USA,V,V,0,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1995,UKR,M,,0,Pašilaičiai,"Eitminų g.",7,G1,2708,64994
1983,LTU,V,V,2,Verkiai,"Kalvarijų Sodų 3-ioji g.",1,G1,1592,48870
1968,LTU,V,V,3,Antakalnis,"V. Grybo g.",13,G1,578,22414
1985,LTU,M,V,1,Senamiestis,"Vingrių g.",16,G1,618,22451
1943,LTU,M,N,0,Žvėrynas,"Paribio g.",6,G1,398,22243
2003,LTU,M,,0,Žirmūnai,"Šeimyniškių g.",2,G1,651,22483
2008,LTU,V,,0,"Naujoji  Vilnia","Gurių Sodų 31-oji g.",14,G1,2611,60042
2013,LTU,V,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1996,LTU,V,,0,Naujininkai,"Kelmijos Sodų 31-oji g.",19,G1,2441,53700
1965,LTU,V,N,0,Verkiai,"Skersinės g.",1,G1,495,22336
1999,LTU,M,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
2012,LTU,M,,0,Senamiestis,"Varpų g.",16,G1,597,22432
2014,TUR,M,,0,Fabijoniškės,"L. Giros g.",4,G1,266,22117
1953,LTU,V,V,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2015,BLR,M,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1995,LTU,V,,0,Antakalnis,"Duburio g.",13,G1,2932,109302
1992,LTU,M,,0,Karoliniškės,"Dariaus Gerbutavičiaus g.",10,G1,678,22509
1946,LTU,M,N,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1991,LTU,M,V,2,Rasos,"Kaukysos g.",15,G1,827,28261
1952,LTU,M,V,0,Senamiestis,"L. Stuokos-Gucevičiaus g.",16,G1,269,32004
1994,LTU,V,V,1,Žvėrynas,"Sėlių g.",6,G1,529,22368
1946,LTU,V,V,0,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
1984,LTU,M,V,3,Verkiai,"Žvorūnos g.",1,G1,2004,49204
2019,UKR,V,,0,,,,A461,,
1970,LTU,M,I,0,Šeškinė,"Dūkštų g.",5,G1,109,21965
1951,LTU,M,V,0,Naujamiestis,"Birželio 23-iosios g.",17,G1,875,29261
2002,LTU,M,,0,Pilaitė,"I. Kanto al.",12,G1,168,22022
2020,LTU,V,,0,Verkiai,"Didlaukio g.",1,G1,94,21950
1976,UKR,V,,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1975,BLR,V,V,0,Antakalnis,"Kanklių g.",13,G1,220,22072
1977,LTU,V,V,2,Pašilaičiai,"Ukmergės g.",7,G1,567,22404
1981,LTU,M,V,2,"Naujoji  Vilnia","Akacijų g.",14,G1,14,21875
1964,BLR,M,V,0,Verkiai,"Ateities g.",1,G1,34,21893
2001,LTU,V,,0,Karoliniškės,"Loretos Asanavičiūtės g.",10,G1,699,22528
1984,LTU,M,V,2,Naujininkai,"Kelmijos Sodų 55-oji g.",19,G1,2465,53748
1987,UKR,V,,0,Naujininkai,"Eišiškių pl.",19,G1,114,21970
1980,RUS,M,I,2,Naujininkai,"Prūsų g.",19,G1,433,22275
1949,LTU,V,V,0,"Naujoji  Vilnia","Karklėnų g.",14,G1,735,24285
1997,ISR,V,,0,Žirmūnai,"Žygio g.",2,G1,705,22533
1997,LTU,V,V,1,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1945,BLR,M,V,0,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
1995,LTU,V,,0,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
1952,LTU,M,I,0,"Naujoji  Vilnia","Linksmoji g.",14,G1,292,22142
1948,LTU,V,V,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1953,LTU,M,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
1948,BLR,M,N,0,Karoliniškės,"Sausio 13-osios g.",10,G1,736,24286
2004,LTU,V,,0,Karoliniškės,"Dariaus Gerbutavičiaus g.",10,G1,678,22509
2016,LTU,M,,0,Verkiai,"Pagubės Sodų 10-oji g.",1,G1,1877,50668
1967,LTU,V,V,1,"Naujoji  Vilnia","Pramonės g.",14,G1,430,22272
1990,LTU,M,V,2,"Naujoji  Vilnia","Juozo Urbšio g.",14,G1,2772,67418
2019,LTU,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1981,LTU,V,V,2,Žvėrynas,"Saltoniškių g.",6,G1,480,22321
2017,GBR,M,,0,Senamiestis,"Pylimo g.",16,G1,439,22281
1953,LTU,V,V,0,"Naujoji  Vilnia","Čepkelių g.",14,G1,937,31863
1986,LTU,M,,1,Pašilaičiai,"Eitminų g.",7,G1,2708,64994
1988,LTU,M,V,1,Šeškinė,"Gelvonų g.",5,G1,141,21997
2020,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2004,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1990,LTU,M,V,0,Žvėrynas,"Stirnų g.",6,G1,518,22358
1953,LTU,M,V,0,Fabijoniškės,"Jono Karolio Chodkevičiaus g.",4,G1,1927,51034
1936,BLR,M,N,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2000,LTU,M,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1988,RUS,V,V,1,Žvėrynas,"Sėlių g.",6,G1,529,22368
1982,LTU,V,,2,Žvėrynas,"Sėlių g.",6,G1,529,22368
1978,LTU,V,,0,Naujininkai,"Dzūkų g.",19,G1,108,21964
1935,LTU,M,N,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1955,LTU,M,I,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1949,LTU,V,V,0,Karoliniškės,"Virginijaus Druskio g.",10,G1,412,22257
2020,LTU,M,,0,Pilaitė,"Vydūno g.",12,G1,629,22462
